,ONSConstID,AgeCat,ONSed,SexCat,Observation,Lab,Con,LD,Oth
1220,E14001079,14,1,1,1778,323.6074530494351,585.843945040819,50.311550855251205,288.70565889822893
1221,E14001079,14,1,2,1566,283.67017954149486,565.636890796516,39.06114511255774,254.46490628846365
1222,E14001079,14,2,1,2904,734.1088028131943,921.6199879907974,124.52409393158739,313.00066515658125
1223,E14001079,14,2,2,4683,1177.177158778372,1627.8326060439242,176.45575692860913,504.208570725843
1224,E14001080,3,0,1,109,5.701522795332658,4.316872479958359,16.573303805158112,7.064310280881278
1225,E14001080,3,0,2,138,7.932314507270762,6.610863524130739,20.39516850540528,9.887992048565598
1226,E14001080,3,1,1,2710,186.77265639557987,182.2588093285001,779.16668855487,307.86861321153975
1227,E14001080,3,1,2,2716,200.50686121066744,215.3848239656964,742.6295011486632,331.7253457906215
1228,E14001080,3,2,1,226,23.212737648210105,15.855084858224217,101.82476953607704,18.725335602985556
1229,E14001080,3,2,2,186,20.30994634152071,15.272441216831261,79.53440649461655,16.42779815082968
1230,E14001080,4,0,1,96,5.872521864291075,0.04764979145970377,7.96091582249232,6.251782475779831
1231,E14001080,4,0,2,108,7.444133440593828,0.06539710294430051,8.988173838964466,7.981100968483853
1232,E14001080,4,1,1,2942,271.62170603372664,2.790272191528313,517.2547207060484,381.6065246918863
1233,E14001080,4,1,2,2925,297.342442523047,3.300028767849106,505.9388913390872,419.5860782657557
1234,E14001080,4,2,1,685,96.61600687486091,0.705966169529613,194.98842264034917,67.56183577328402
1235,E14001080,4,2,2,457,69.91098843753373,0.5547952782704888,126.94763565273502,49.22106964215399
1236,E14001080,5,0,1,134,3.85851526884134,0.04598170309667227,4.949388445135428,11.530599587813091
1237,E14001080,5,0,2,166,5.430672078708424,0.06998556471751317,6.091704629374027,16.279296791550667
1238,E14001080,5,1,1,1394,62.25997376257656,0.9808015176557562,115.88165321643021,246.99850291052027
1239,E14001080,5,1,2,1788,88.86421373621748,1.5163570834064866,144.90669263731178,352.9390517787908
1240,E14001080,5,2,1,1704,144.9851175818787,1.5930954493156737,283.07211295099614,289.2820001136457
1241,E14001080,5,2,2,1497,139.8165352048636,1.654814614328264,241.40488320790027,279.75444722928296
1242,E14001080,6,0,1,243,15.397601756316872,3.082539041738922,20.360038500706008,22.791268306262076
1243,E14001080,6,0,2,281,19.737851809595135,4.349183454076502,22.78326292637185,29.39992257958511
1244,E14001080,6,1,1,700,61.709939217223116,16.138761602882433,119.06396155314991,121.80150681748846
1245,E14001080,6,1,2,885,84.36664337813491,24.2299523426763,142.4968612130907,167.23171354714182
1246,E14001080,6,2,1,2356,325.2091799805732,59.376814456648844,671.3812426736796,313.07444608746823
1247,E14001080,6,2,2,2094,309.0964451947256,62.04034021271146,562.2330035225242,298.8549839724474
1248,E14001080,7,0,1,347,19.26165929370277,3.2000935864640363,19.587722523931284,31.68459410533173
1249,E14001080,7,0,2,364,22.484617212195133,4.100540578608972,19.947239660775892,37.187192481140876
1250,E14001080,7,1,1,602,48.427722106681394,10.546050511898297,72.4850040372045,106.37247001019689
1251,E14001080,7,1,2,667,58.256377902474945,13.905189362499181,76.2934189128298,128.41822993443978
1252,E14001080,7,2,1,2154,285.17613776731355,43.41929667497142,462.6902979444067,305.4202797488854
1253,E14001080,7,2,2,1896,269.1546695755461,44.91655769337601,384.45546760794815,289.4459776481579
1254,E14001080,8,0,1,276,19.865542927055685,6.667877014251139,28.224248426426573,26.249833621945037
1255,E14001080,8,0,2,344,27.136566034951297,10.02834288579333,33.79959785678165,36.08404126675079
1256,E14001080,8,1,1,501,47.63371703037758,21.162906213137706,99.44110561737806,84.12158875266363
1257,E14001080,8,1,2,614,62.330290973871804,30.405743258247814,114.44600543852613,110.53678408863085
1258,E14001080,8,2,1,1988,285.2187816634843,87.87597546029484,634.2824030953304,244.0813985803027
1259,E14001080,8,2,2,1773,269.07370474279725,91.01220042518533,528.3579510768687,231.28109711130725
1260,E14001080,9,0,1,256,18.706292765130243,13.248785125173049,19.093729498056224,33.476322701566325
1261,E14001080,9,0,2,309,24.12716457998325,18.74884838179961,21.404681963630587,43.378428991180165
1262,E14001080,9,1,1,565,50.35581193754045,46.93636663804344,76.94294925223073,120.55690633829201
1263,E14001080,9,1,2,613,56.7918056064122,57.9966366353225,75.79134830267624,136.41310101114317
1264,E14001080,9,2,1,2074,286.60769993185374,186.52710522146452,471.58268500098666,332.70903138272257
1265,E14001080,9,2,2,1789,254.80818150735644,181.63001723868905,368.19005781975227,296.5917993896552
1266,E14001080,10,0,1,336,26.097864536376854,25.57069065070744,35.2873751369702,29.85794304056531
1267,E14001080,10,0,2,443,36.4685844707523,39.24057250071443,43.01742610042013,41.889675899014364
1268,E14001080,10,1,1,665,61.659569039558576,79.52126555928601,123.93510381232181,94.21926463480563
1269,E14001080,10,1,2,624,59.656723553111526,84.41325934370066,105.13199066155364,91.38894693949729
1270,E14001080,10,2,1,2094,283.69829346562864,254.8241487100035,612.157605326443,209.56035777397034
1271,E14001080,10,2,2,1934,268.74049300525576,264.71767344449836,510.1747470716596,198.69793830011264
1272,E14001080,11,0,1,471,34.737090367850016,29.922035062257635,72.83665354103402,46.99424921509809
1273,E14001080,11,0,2,536,42.333563982742305,40.025101180738936,77.70966355361061,57.52045956196841
1274,E14001080,11,1,1,824,71.32553486716799,81.10836888667436,220.93211217629758,129.39766689501678
1275,E14001080,11,1,2,733,66.20276067706179,82.5366126272783,180.42944830416172,120.44225223704322
1276,E14001080,11,2,1,1955,244.97648837477163,193.3994888081177,801.732341616414,214.56817993831518
1277,E14001080,11,2,2,1873,243.8995792050077,210.81477464651417,704.9965598523257,213.8292229344355
1278,E14001080,12,0,1,577,43.73282295562109,46.82104203952689,76.47802644958153,96.08179005812568
1279,E14001080,12,0,2,557,44.27995062831348,52.10369349832786,67.4456431485061,97.7556736707811
1280,E14001080,12,1,1,825,67.46196555110608,95.35538178070477,176.2551341894709,198.9178901021028
1281,E14001080,12,1,2,685,57.359408638138014,89.01980205126014,131.02887758172886,169.72406989688713
1282,E14001080,12,2,1,1798,219.1391980579331,215.40729962662238,610.2887257634793,312.16356409747635
1283,E14001080,12,2,2,1810,225.2215397111807,242.8769170627782,551.7026796976807,321.40370330770253
1284,E14001080,13,0,1,560,41.22517527658986,41.12843452640114,84.5324308961683,87.03896077284854
1285,E14001080,13,0,2,486,37.811620641697026,41.43877871319038,67.63083087348382,80.18164598674275
1286,E14001080,13,1,1,668,53.859929441286646,70.90003223756426,164.9863595056524,152.67236472826755
1287,E14001080,13,1,2,511,42.505874301904754,61.39082971250917,114.08954370460998,120.83317835458762
1288,E14001080,13,2,1,1407,168.06392486535907,153.7994087697821,543.8394461546824,230.3857984370428
1289,E14001080,13,2,2,1553,190.7947487580714,191.53210231915483,543.1489460097057,261.9327892208862
1290,E14001080,14,0,1,3832,256.7301802034192,581.2935996425239,556.767192726016,411.6346732235866
1291,E14001080,14,0,2,1867,128.11277394955582,318.77749324186857,241.97885825430785,206.03201804004547
1292,E14001080,14,1,1,1825,125.05604840321031,374.8307220743155,409.64751034111634,269.4613219455831
1293,E14001080,14,1,2,1230,84.32256705120224,277.6411992001109,242.03443343711464,182.03096710264484
1294,E14001080,14,2,1,4179,413.09240578214235,858.6897773496958,1438.64166221229,426.4300540193397
1295,E14001080,14,2,2,4722,467.04004963696656,1065.3293301097738,1430.319354344313,482.0987758764302
1296,E14001081,3,0,1,65,8.850493204068261,5.189905282547451,2.7316670476029232,3.1722760918889055
1297,E14001081,3,0,2,99,14.596724894179506,9.47558402802333,4.0029052970138075,5.276917252082708
1298,E14001081,3,1,1,492,87.84524519520455,65.82277537573104,38.524521260045816,41.909078198781344
1299,E14001081,3,1,2,470,88.57816839732057,73.41096048555768,34.68601369051813,42.547850846411116
1300,E14001081,3,2,1,69,17.056192632280162,9.051575489621323,8.152609772388674,3.9822309490185055
1301,E14001081,3,2,2,90,23.282713991362105,13.685486354810745,9.933468127761959,5.483157339032233
1302,E14001081,4,0,1,69,9.178779083898343,0.05136540234099357,1.3435335033549656,2.8802000138928956
1303,E14001081,4,0,2,89,13.047086891711146,0.0808770940721446,1.7178667827406484,4.138459767762942
1304,E14001081,4,1,1,461,90.58928065439844,0.6597326881535254,18.748882075413828,37.59821764180215
1305,E14001081,4,1,2,422,89.13460203165083,0.7203292355164537,16.695334860465433,37.32079303031313
1306,E14001081,4,2,1,304,84.86439740910411,0.43852138224048465,19.22359212526786,17.526630039318462
1307,E14001081,4,2,2,219,64.7744470355579,0.3723548336643268,13.284092117512243,13.532064853520438
1308,E14001081,5,0,1,146,10.013774317196836,0.08911721945371207,1.4054237642520664,8.856825766340778
1309,E14001081,5,0,2,185,14.151148991959726,0.1372132357126115,1.7695282505603074,12.593584492761835
1310,E14001081,5,1,1,601,63.27490743750155,0.7478060751288735,12.836550168076514,73.63547231340189
1311,E14001081,5,1,2,541,62.03688577532905,0.8048387853225928,11.288959312318404,72.56846081721297
1312,E14001081,5,2,1,3237,592.581124665514,4.781512134938705,130.7392305067772,350.35196523453567
1313,E14001081,5,2,2,2231,438.20571247746625,3.8476918364997674,86.77637842782066,260.9341985566387
1314,E14001081,6,0,1,312,44.98918058217403,6.672387567638312,6.072985504718332,19.225027191196393
1315,E14001081,6,0,2,370,58.12077664674076,9.566699683126044,6.922469040460925,25.041891869123674
1316,E14001081,6,1,1,1049,207.94661381580391,40.34381968657735,40.671168419003735,118.7673588662639
1317,E14001081,6,1,2,981,206.37619198336606,44.30352556619789,35.896341361547314,118.6588315483694
